symbol	H9_MplusCHLA_1	H9_MplusCHLA_2	H9_MplusCHLA_3	CAR_MplusCHLA_1	CAR_MplusCHLA_2	CAR_MplusCHLA_3
FYB2	0	0	0	0	0	0
FYCO1	2	4	3	5	3	3
FYN	0	1	1	0	1	1
FYTTD1	2	25	25	24	31	33
FZD1	0	1	2	1	4	6
FZD10	0	0	0	0	0	0
FZD10-DT	0	0	0	0	0	0
FZD2	5	3	3	0	4	4
FZD3	3	1	2	1	1	2
FZD4	0	0	0	0	0	0
FZD5	1	10	6	12	10	11
FZD6	0	0	1	0	0	0
FZD7	0	0	1	1	1	1
FZD8	0	0	0	0	0	0
FZD9	6	1	2	0	0	1
FZR1	3	5	4	6	8	10
G0S2	21	8	11	151	131	87
G2E3	0	1	2	0	3	5
G2E3-AS1	0	0	0	0	0	0
G3BP1	69	213	261	300	361	360
G3BP2	14	65	95	45	92	92
G6PC	0	1	1	2	1	1
G6PC2	0	0	0	0	0	0
G6PC3	23	32	31	12	19	23
G6PD	12	24	20	40	29	26
GAA	38	68	72	82	65	82
GAB1	0	1	2	0	1	1
GAB2	15	20	27	28	34	39
GAB3	4	4	6	10	11	6
GAB4	0	0	0	0	0	0
GABARAP	339	588	591	545	629	643
GABARAPL1	12	28	17	23	45	38
GABARAPL2	47	113	100	99	147	134
GABARAPL3	0	0	0	0	0	0
GABBR1	0	0	0	0	0	0
GABBR2	0	0	0	0	0	0
GABPA	2	8	7	8	10	6
GABPB1	2	12	11	0	13	17
GABPB1-AS1	6	0	0	0	1	1
GABPB1-IT1	0	1	1	0	1	0
GABPB2	9	11	10	16	16	11
GABRA1	0	0	0	0	0	0
GABRA2	0	0	0	0	0	0
GABRA3	1	11	13	8	12	7
GABRA4	0	0	0	0	0	0
GABRA5	0	0	0	0	0	0
GABRA6	0	0	0	0	0	0
GABRB1	0	0	0	0	0	0
GABRB2	0	0	0	0	0	0
GABRB3	0	0	0	0	0	0
GABRD	0	0	0	0	0	0
GABRE	0	0	0	0	0	0
GABRG1	0	0	0	0	0	0
GABRG2	0	0	0	0	0	0
GABRG3	0	0	0	0	0	0
GABRG3-AS1	0	0	0	0	0	0
GABRP	0	0	0	0	0	0
GABRQ	0	0	0	0	0	0
GABRR1	0	0	0	0	0	0
GABRR2	0	0	0	0	0	0
GABRR3	0	0	0	0	0	0
GACAT1	0	0	0	0	0	0
GACAT2	0	0	0	0	0	0
GACAT3	0	0	0	0	0	0
GAD1	5	0	0	0	0	0
GAD2	0	0	0	0	0	0
GADD45A	0	5	7	6	14	4
GADD45B	6	6	3	8	27	23
GADD45G	0	2	0	0	10	4
GADD45GIP1	203	245	223	326	270	268
GADL1	0	0	0	0	0	0
GAGE1	0	0	0	0	0	0
GAGE10	0	0	0	0	0	0
GAGE12B	0	0	0	0	0	0
GAGE12C	0	0	0	0	0	0
GAGE12D	0	0	0	0	0	0
GAGE12E	0	0	0	0	0	0
GAGE12F	0	0	0	0	0	0
GAGE12G	0	0	0	0	0	0
GAGE12H	0	0	0	0	0	0
GAGE12I	0	0	0	0	0	0
GAGE12J	0	0	0	0	0	0
GAGE13	0	0	0	0	0	0
GAGE2A	0	0	0	0	0	0
GAGE2B	0	0	0	0	0	0
GAGE2C	0	0	0	0	0	0
GAGE2D	0	0	0	0	0	0
GAGE2E	0	0	0	0	0	0
GAGE4	0	0	0	0	0	0
GAGE5	0	0	0	0	0	0
GAGE6	0	0	0	0	0	0
GAGE7	0	0	0	0	0	0
GAGE8	0	0	0	0	0	3
GAK	17	25	36	33	41	52
GAL	7	0	0	6	4	0
GAL3ST1	0	0	0	0	0	0
GAL3ST2	0	0	0	0	0	0
GAL3ST3	0	0	0	0	0	0
GAL3ST4	34	51	58	6	6	3
GALC	12	44	71	40	81	73
GALE	68	118	92	119	100	57
GALK1	32	57	41	16	26	23
GALK2	2	9	8	8	11	15
GALM	65	54	42	71	94	103
GALNS	13	8	10	12	16	12
GALNT1	18	75	95	80	110	97
GALNT10	4	10	13	7	11	10
GALNT11	8	20	29	27	31	23
GALNT12	0	1	0	3	3	3
GALNT13	0	0	0	0	0	0
GALNT14	0	0	0	0	0	0
GALNT15	0	0	0	0	0	0
GALNT16	0	0	0	0	0	0
GALNT17	0	0	0	0	0	0
GALNT18	8	5	2	13	5	4
GALNT2	5	17	15	12	19	24
GALNT3	0	1	0	0	1	1
GALNT4	0	0	0	0	4	0
GALNT5	0	0	0	0	0	0
GALNT6	15	5	8	9	10	13
GALNT7	1	11	13	1	12	9
GALNT8	0	0	0	0	0	0
GALNT9	0	0	0	0	0	0
GALNTL5	0	0	0	0	0	0
GALNTL6	0	0	0	0	0	0
GALP	0	0	0	0	0	0
GALR1	0	0	0	0	0	0
GALR2	0	0	0	0	0	0
GALR3	0	0	0	0	0	0
GALT	5	6	3	0	6	8
GAMT	6	7	11	6	5	3
GAN	0	0	1	0	0	1
GANAB	23	58	66	75	60	72
GANC	0	2	4	8	7	4
GAP43	0	3	2	7	3	1
GAPDH	1502	2096	2187	3193	1905	2291
GAPDHS	0	0	0	0	0	0
GAPLINC	103	57	35	5	39	32
GAPT	0	1	0	0	0	0
GAPVD1	8	8	7	6	16	10
GAR1	37	32	39	36	37	45
GAREM1	0	0	1	0	0	1
GAREM2	0	0	0	0	0	1
GARNL3	0	0	0	0	0	0
GARS	19	50	54	44	66	59
GART	16	32	34	21	39	33
GAS1	0	0	0	0	0	1
GAS1RR	0	0	0	0	0	0
GAS2	0	0	0	0	0	0
GAS2L1	1	2	3	7	6	6
GAS2L1P2	0	0	0	0	0	0
GAS2L2	0	0	0	0	0	0
GAS2L3	6	9	5	9	9	6
GAS5	1	46	29	69	68	70
GAS5-AS1	0	0	0	0	0	0
GAS6	17	35	27	44	39	44
GAS6-AS1	0	0	0	0	2	0
GAS6-DT	35	3	1	1	2	0
GAS7	18	26	26	40	46	44
GAS8	0	0	0	0	0	0
GAS8-AS1	0	0	0	0	0	0
GASAL1	0	0	0	0	0	0
GAST	0	0	0	0	0	0
GATA1	0	0	0	0	0	0
GATA2	0	0	0	0	0	1
GATA2-AS1	0	0	0	0	0	0
GATA3	0	1	1	3	1	2
GATA3-AS1	0	0	0	0	0	0
GATA4	0	0	0	0	0	0
GATA5	0	0	0	0	0	0
GATA6	0	0	0	0	0	0
GATA6-AS1	0	0	0	0	0	0
GATAD1	4	7	4	4	9	8
GATAD2A	10	28	23	30	35	33
GATAD2B	0	5	6	5	9	5
GATB	26	13	19	25	26	18
GATC	5	6	6	14	8	10
GATD1	20	5	9	2	8	8
GATD3A	0	0	26	4	10	6
GATD3B	117	181	135	206	196	220
GATM	5	32	28	1	30	27
GAU1	0	0	0	0	1	0
GBA	60	88	83	109	77	82
GBA2	6	9	9	14	17	15
GBA3	0	0	0	0	0	0
GBAP1	0	0	0	0	0	0
GBAT2	0	0	0	0	0	2
GBE1	7	24	45	8	25	25
GBF1	3	6	5	5	8	6
GBGT1	22	18	22	0	5	9
GBP1	0	0	0	0	1	0
GBP1P1	0	0	0	0	0	0
GBP2	10	15	20	70	56	55
GBP3	0	2	3	0	6	6
GBP4	4	0	0	0	1	0
GBP5	0	0	0	0	1	0
GBP6	0	0	0	0	0	0
GBP7	0	0	0	0	0	0
GBX1	0	0	0	0	0	0
GBX2	0	0	0	0	0	0
GC	0	0	0	0	0	0
GCA	7	14	29	37	46	35
GCAT	1	6	4	7	2	2
GCC1	5	11	11	17	15	12
GCC2	2	2	3	4	5	3
GCC2-AS1	0	0	0	0	0	0
GCDH	13	40	41	32	46	47
GCFC2	0	2	3	0	1	1
GCG	0	0	0	0	0	0
GCGR	0	0	0	0	0	0
GCH1	0	0	4	0	6	3
GCHFR	0	2	7	20	7	8
GCK	0	0	0	0	0	0
GCKR	0	0	0	0	0	0
GCLC	24	88	102	93	160	153
GCLM	5	6	6	5	8	13
GCM1	0	0	0	1	0	0
GCM2	0	0	0	0	0	0
GCN1	4	11	12	10	11	11
GCNA	0	0	0	0	1	0
GCNT1	2	4	5	0	11	12
GCNT2	5	5	5	9	7	8
GCNT3	0	0	0	0	0	0
GCNT4	0	0	0	0	0	0
GCNT7	0	0	0	0	1	0
GCOM1	0	5	8	9	16	12
GCSAM	0	0	0	0	0	0
GCSAML	0	0	0	0	1	0
GCSAML-AS1	0	0	0	0	0	0
GCSH	0	10	12	8	11	12
GCSHP3	0	6	8	0	1	9
GDA	0	0	0	0	0	0
GDAP1	3	2	3	0	5	4
GDAP1L1	0	0	0	0	0	1
GDAP2	2	3	5	7	5	7
GDE1	14	48	51	54	47	51
GDF1	0	0	0	0	0	0
GDF10	0	0	0	0	0	0
GDF11	0	0	0	0	1	1
GDF15	0	4	3	9	0	1
GDF2	0	0	0	0	0	0
GDF3	0	0	0	0	0	0
GDF5	2	0	0	0	0	0
GDF5OS	0	0	0	0	0	0
GDF6	0	0	0	0	0	0
GDF7	0	0	0	0	0	0
GDF9	0	1	0	0	1	0
GDI1	21	35	47	56	34	46
GDI2	509	711	757	782	818	742
GDNF	0	0	0	0	0	0
GDNF-AS1	0	0	0	0	0	0
GDPD1	3	1	0	4	2	1
GDPD2	0	0	0	0	0	0
GDPD3	0	0	0	0	0	0
GDPD4	0	0	0	0	0	0
GDPD5	0	0	0	0	0	0
GDPGP1	0	0	1	8	1	0
GEM	3	0	0	0	0	2
GEMIN2	0	2	7	16	6	13
GEMIN4	1	3	7	9	5	7
GEMIN5	1	5	3	0	5	3
GEMIN6	50	67	58	37	52	66
GEMIN7	0	2	5	13	3	0
GEMIN7-AS1	0	0	1	0	0	0
GEMIN8	13	4	5	5	1	3
GEMIN8P4	0	0	0	0	1	2
GEN1	2	2	2	0	3	3
GET4	23	33	19	47	38	32
GFAP	0	0	0	0	0	0
GFER	2	4	6	4	4	9
GFI1	0	0	0	0	0	0
GFI1B	0	0	0	0	0	0
GFM1	4	18	24	23	29	31
GFM2	2	4	6	5	11	7
GFOD1	0	3	2	0	0	1
GFOD2	16	5	5	5	5	4
GFPT1	2	13	13	15	14	14
GFPT2	0	0	0	0	0	0
GFRA1	0	0	0	0	0	0
GFRA2	0	0	0	0	0	0
GFRA3	0	0	0	0	0	0
GFRA4	0	0	0	0	0	0
GFRAL	1	0	1	0	0	1
GFY	0	0	0	0	0	0
GGA1	7	17	26	33	19	18
GGA2	44	87	75	53	81	80
GGA3	8	9	12	17	11	16
GGACT	2	0	1	3	2	1
GGCT	78	123	99	160	193	171
GGCX	15	60	53	11	55	41
GGH	6	9	10	12	53	38
GGN	0	0	0	0	0	0
GGNBP1	0	0	0	0	0	0
GGNBP2	31	51	43	36	66	72
GGPS1	7	13	17	6	14	17
GGT1	0	1	1	6	8	8
GGT2	0	0	0	0	0	0
GGT3P	0	0	0	0	0	0
GGT5	0	0	0	0	0	0
GGT6	4	0	0	0	0	0
GGT7	3	0	0	0	0	1
GGT8P	0	0	0	2	0	0
GGTA1P	11	16	14	33	42	32
GGTLC1	0	0	0	0	0	0
GGTLC2	0	0	4	0	0	0
GGTLC3	0	0	0	0	0	0
GH1	0	0	0	0	0	0
GH2	0	0	0	0	0	0
GHDC	16	13	22	25	19	24
GHET1	6	0	0	0	0	1
GHITM	71	220	257	192	316	276
GHR	0	0	0	0	0	0
GHRH	0	0	0	0	0	0
GHRHR	0	0	0	0	0	0
GHRL	0	0	0	0	4	7
GHRLOS	0	0	0	0	1	1
GHSR	0	0	0	0	0	0
GID4	5	8	8	0	7	4
GID8	36	47	47	63	69	56
GIF	0	0	0	0	0	0
GIGYF1	2	4	5	5	7	6
GIGYF2	8	19	18	16	27	29
GIMAP1	16	18	8	35	21	25
GIMAP1-GIMAP5	29	35	17	24	66	56
GIMAP2	0	8	14	0	9	22
GIMAP4	61	95	93	86	156	145
GIMAP5	12	36	59	135	65	88
GIMAP6	14	33	36	36	43	48
GIMAP7	6	5	0	0	2	5
GIMAP8	2	9	12	28	27	32
GIMD1	0	0	0	0	0	0
GIN1	0	2	1	0	2	1
GINM1	16	28	42	52	61	49
GINS1	0	15	19	4	23	22
GINS2	64	70	96	72	41	57
GINS3	7	9	14	5	5	4
GINS4	4	6	6	9	5	4
GIP	0	0	0	0	0	0
GIPC1	52	61	38	71	53	46
GIPC2	0	0	0	0	0	0
GIPC3	0	0	0	0	0	0
GIPR	0	0	0	0	0	0
GIT1	5	10	11	14	11	9
GIT2	14	27	31	36	42	42
GJA1	0	0	0	0	0	0
GJA10	0	0	0	0	0	0
GJA3	0	0	0	0	0	0
GJA4	0	0	0	0	0	0
GJA5	0	0	0	0	0	0
GJA8	0	0	0	0	0	0
GJA9	0	0	0	0	0	0
GJA9-MYCBP	0	0	0	0	0	1
GJB1	0	0	0	0	0	0
GJB2	0	1	0	0	1	1
GJB3	0	0	0	0	0	0
GJB4	0	0	0	0	0	0
GJB5	0	0	0	0	0	0
GJB6	0	0	0	0	0	0
GJB7	0	0	0	0	0	0
GJC1	2	0	1	0	1	0
GJC2	0	0	0	0	0	0
GJC3	0	0	0	0	0	0
GJD2	0	0	0	0	0	0
GJD3	1	1	0	0	1	0
GJD4	0	0	0	0	0	0
GJE1	0	0	0	0	0	0
GK	9	21	19	14	12	8
GK2	0	0	0	0	0	0
GK3P	0	0	0	0	0	0
GK5	1	1	1	2	1	2
GKAP1	8	3	2	8	0	0
GKN1	0	0	0	0	0	0
GKN2	0	0	0	0	0	0
GLA	60	96	82	141	82	85
GLB1	63	109	130	111	125	141
GLB1L	0	1	0	4	0	0
GLB1L2	0	0	0	0	0	0
GLB1L3	2	0	0	0	0	0
GLCCI1	0	3	2	0	4	4
GLCE	3	10	6	8	8	7
GLDC	0	0	0	0	0	0
GLDN	1	1	0	0	0	0
GLE1	23	70	59	50	73	64
GLG1	8	15	21	17	27	28
GLI1	0	0	0	0	0	0
GLI2	0	0	0	0	0	0
GLI3	0	0	0	0	0	0
GLI4	9	0	0	0	1	1
GLIDR	0	0	0	0	0	1
GLIPR1	11	26	23	50	28	26
GLIPR1L1	0	0	0	0	0	0
GLIPR1L2	0	0	0	0	0	0
GLIPR2	2	0	1	0	8	9
GLIS1	0	0	0	0	0	0
GLIS2	2	0	0	0	1	0
GLIS2-AS1	0	0	0	0	0	0
GLIS3	0	0	1	0	0	0
GLIS3-AS1	0	0	0	0	0	0
GLMN	3	4	6	0	5	4
GLMP	48	74	79	62	55	69
GLO1	25	81	97	107	128	115
GLOD4	30	71	75	107	121	110
GLOD5	0	0	0	0	0	0
GLP1R	0	0	0	0	0	0
GLP2R	0	0	0	0	0	0
GLRA1	0	0	0	0	0	0
GLRA2	0	0	0	0	0	0
GLRA3	0	0	0	0	0	0
GLRA4	0	0	0	0	0	0
GLRB	0	0	0	0	0	0
GLRX	38	131	112	117	166	146
GLRX2	64	45	28	14	22	17
GLRX3	101	99	143	77	98	110
GLRX5	57	83	94	84	103	89
GLS	6	14	19	12	23	18
GLS2	0	0	0	0	0	0
GLT1D1	0	0	0	0	1	0
GLT6D1	0	0	0	0	0	0
GLT8D1	0	12	14	12	17	12
GLT8D2	0	0	0	0	0	0
GLTP	20	20	18	6	22	25
GLTPD2	0	0	0	0	0	0
GLUD1	45	128	158	106	132	140
GLUD1P2	0	0	0	0	0	0
GLUD1P3	0	0	0	0	0	3
GLUD2	0	0	0	0	0	0
GLUL	49	104	104	146	147	154
GLYAT	0	0	0	0	0	0
GLYATL1	0	0	0	0	0	0
GLYATL1B	0	0	0	0	0	0
GLYATL2	0	0	0	0	0	0
GLYATL3	0	0	0	0	0	0
GLYCAM1	0	0	0	0	0	0
GLYCTK	9	6	0	3	5	8
GLYCTK-AS1	0	0	0	0	0	0
GLYR1	7	27	34	30	56	63
GM2A	188	383	387	514	537	526
GMCL1	0	2	3	0	3	3
GMCL2	0	0	0	0	0	0
GMDS	22	37	34	17	21	34
GMDS-DT	0	0	0	0	1	1
GMEB1	18	15	8	15	10	13
GMEB2	0	4	5	6	7	8
GMFB	10	42	53	39	58	49
GMFG	143	162	189	275	178	127
GMIP	7	23	27	28	25	25
GML	0	0	0	0	0	0
GMNC	0	0	0	0	0	0
GMNN	6	35	35	9	32	35
GMPPA	12	13	14	11	13	9
GMPPB	14	33	37	19	33	34
GMPR	7	10	16	71	55	56
GMPR2	20	51	65	88	66	74
GMPS	22	42	42	38	30	25
GNA11	2	2	4	12	8	8
GNA12	12	25	25	43	35	34
GNA13	5	24	29	25	27	27
GNA14	0	0	0	0	0	0
GNA14-AS1	0	0	0	0	0	0
GNA15	26	69	52	76	82	83
GNAI1	0	12	5	3	6	8
GNAI2	245	449	479	598	427	473
GNAI3	15	65	66	67	91	69
GNAL	0	0	1	0	0	0
GNAO1	0	0	0	0	0	0
GNAQ	17	31	26	24	34	31
GNAS	207	417	403	647	412	505
GNAS-AS1	0	0	0	0	0	0
GNAT1	0	0	0	0	0	0
GNAT2	0	0	0	0	0	0
GNAT3	0	0	0	0	0	0
GNAZ	0	0	1	0	0	0
GNB1	77	199	181	197	225	214
GNB1L	5	6	4	0	1	5
GNB2	118	134	119	228	117	102
GNB3	0	0	0	0	0	0
GNB4	28	62	71	35	39	38
GNB5	11	3	2	5	3	1
GNE	4	4	5	10	5	8
GNG10	29	144	168	84	228	205
GNG11	15	5	7	0	2	3
GNG12	2	15	25	17	21	19
GNG12-AS1	0	0	0	0	0	0
GNG13	0	0	0	0	0	0
GNG14	0	0	0	0	0	0
GNG2	11	41	44	38	34	29
GNG3	0	0	0	0	0	0
GNG4	0	0	1	0	0	0
GNG5	48	167	128	178	120	105
GNG7	0	2	1	0	2	1
GNG8	0	0	0	0	0	0
GNGT1	0	0	0	0	0	0
GNGT2	25	11	23	38	17	23
GNL1	8	7	7	12	5	8
GNL2	44	70	83	110	108	101
GNL3	13	40	34	50	61	51
GNL3L	3	11	8	6	9	7
GNLY	0	0	0	0	0	0
GNMT	0	0	0	0	0	0
GNPAT	11	41	39	27	37	41
GNPDA1	109	191	213	164	238	198
GNPDA2	0	4	3	0	7	3
GNPNAT1	7	19	20	13	17	13
GNPTAB	4	9	12	7	14	17
GNPTG	38	44	71	42	60	62
GNRH1	0	0	0	0	0	0
GNRH2	0	0	0	0	0	0
GNRHR	0	0	0	0	0	0
GNRHR2	0	0	2	0	0	0
GNS	30	144	177	89	165	139
GOLGA1	3	4	3	7	6	7
GOLGA2	18	16	17	31	22	26
GOLGA2P10	0	0	0	0	0	0
GOLGA2P11	0	0	0	0	0	0
GOLGA2P2Y	0	0	0	0	0	0
GOLGA2P3Y	0	0	0	0	0	0
GOLGA2P5	0	0	0	0	1	1
GOLGA2P6	0	0	0	0	0	0
GOLGA2P7	0	0	0	0	0	1
GOLGA2P9	1	0	0	0	0	0
GOLGA3	13	15	11	21	26	21
GOLGA4	5	7	8	2	16	15
GOLGA5	1	11	10	12	23	18
GOLGA6A	0	0	0	0	0	0
GOLGA6B	0	0	0	0	0	0
GOLGA6C	0	0	0	0	0	0
GOLGA6D	0	0	0	0	0	0
GOLGA6L1	1	0	0	0	0	0
GOLGA6L10	0	0	0	0	0	0
GOLGA6L17P	0	0	0	0	0	0
GOLGA6L2	0	0	0	0	0	0
GOLGA6L22	3	0	0	7	0	1
GOLGA6L3	0	0	0	0	0	0
GOLGA6L4	0	0	0	0	0	0
GOLGA6L5P	0	0	0	0	0	0
GOLGA6L6	4	0	0	0	0	0
GOLGA6L9	0	0	0	0	0	0
GOLGA7	18	30	41	31	40	50
GOLGA7B	0	0	0	0	0	0
GOLGA8A	0	0	0	0	2	0
GOLGA8B	0	0	0	0	0	0
GOLGA8CP	0	0	0	0	0	0
GOLGA8DP	0	0	0	0	0	0
GOLGA8EP	0	0	0	0	0	0
GOLGA8F	0	0	0	0	0	0
GOLGA8G	0	0	0	0	0	0
GOLGA8H	0	0	0	0	0	0
GOLGA8IP	0	0	0	0	0	0
GOLGA8J	0	0	0	0	0	0
GOLGA8K	0	0	0	0	0	0
GOLGA8M	0	0	0	0	0	0
GOLGA8N	0	0	0	0	0	0
GOLGA8O	0	0	0	0	0	0
GOLGA8Q	0	0	0	0	0	0
GOLGA8R	0	0	0	0	1	1
GOLGA8S	0	0	0	0	0	0
GOLGA8T	0	0	0	0	0	0
GOLGB1	1	2	2	7	6	6
GOLIM4	9	36	41	16	60	59
GOLM1	5	26	30	25	30	31
GOLPH3	11	31	37	18	50	45
GOLPH3L	0	11	10	11	15	13
GOLT1A	0	0	0	0	0	0
GOLT1B	7	33	35	16	39	36
GON4L	10	4	3	8	6	7
GON7	5	22	21	22	16	16
GOPC	6	9	11	8	16	10
GORAB	0	1	1	3	2	3
GORASP1	3	5	6	7	11	8
GORASP2	15	32	37	34	32	28
GOSR1	13	19	25	22	33	29
GOSR2	14	24	17	19	12	16
GOT1	3	20	24	37	36	40
GOT1L1	0	0	0	0	0	0
GOT2	16	47	43	46	31	35
GP1BA	0	1	0	18	17	12
GP1BB	0	0	0	0	0	0
GP2	2	0	0	0	0	0
GP5	0	0	0	0	0	0
GP6	2	0	0	0	0	0
GP9	0	0	0	0	0	0
GPA33	0	0	0	0	0	0
GPAA1	33	19	33	39	24	21
GPALPP1	7	8	22	18	10	12
GPAM	0	1	0	0	1	2
GPANK1	0	12	11	10	13	16
GPAT2	0	0	1	0	0	0
GPAT3	3	19	14	53	30	42
GPAT4	34	36	33	35	40	43
GPATCH1	0	5	5	11	6	5
GPATCH11	4	9	6	4	8	11
GPATCH2	0	4	2	0	5	4
GPATCH2L	4	5	6	14	11	12
GPATCH3	23	43	43	29	47	69
GPATCH4	149	94	95	26	113	127
GPATCH8	0	3	2	6	6	6
GPBAR1	0	7	5	9	1	3
GPBP1	10	33	26	41	52	36
GPBP1L1	49	63	49	110	88	86
GPC1	0	1	1	0	1	1
GPC2	0	0	0	0	0	0
GPC3	0	0	0	0	0	0
GPC3-AS1	0	0	0	0	0	0
GPC4	0	0	0	3	1	0
GPC5	0	0	0	0	0	0
GPC5-AS1	0	0	0	0	0	0
GPC5-AS2	0	0	0	0	0	0
GPC6	0	1	1	2	0	1
GPC6-AS1	0	0	0	0	0	0
GPC6-AS2	0	0	0	0	0	0
GPCPD1	1	6	7	8	14	12
GPD1	0	0	0	0	0	0
GPD1L	4	11	14	8	18	11
GPD2	9	26	27	13	22	21
GPER1	0	0	0	0	0	0
GPHA2	0	0	0	0	0	0
GPHB5	0	0	0	0	0	0
GPHN	2	3	2	0	2	4
GPI	44	99	97	139	88	110
GPIHBP1	0	0	0	0	0	0
GPKOW	0	18	13	33	23	24
GPLD1	0	0	0	0	0	1
GPM6A	2	0	0	0	0	0
GPM6B	0	0	0	1	1	1
GPN1	42	25	24	35	27	25
GPN2	0	4	5	6	5	8
GPN3	23	45	53	24	44	32
GPNMB	930	3110	3642	1445	1958	1789
GPR1	0	0	0	0	0	0
GPR1-AS	0	0	0	0	0	0
GPR101	0	0	0	0	0	0
GPR107	27	30	33	33	48	47
GPR108	12	15	18	31	25	31
GPR119	0	0	0	0	0	0
GPR12	1	0	0	0	0	0
GPR132	4	3	2	6	7	7
GPR135	0	0	0	0	0	0
GPR137	10	11	10	23	12	12
GPR137B	23	66	66	52	82	76
GPR137C	0	1	1	0	0	0
GPR139	0	0	0	0	0	0
GPR141	1	18	22	12	25	21
GPR142	0	0	0	0	0	0
GPR143	0	0	0	0	0	0
GPR146	0	1	1	0	1	0
GPR148	0	0	0	0	0	0
GPR149	0	0	0	0	0	0
GPR15	0	0	0	0	0	0
GPR150	0	0	0	0	1	0
GPR151	0	0	0	0	0	0
GPR152	0	0	0	0	0	0
GPR153	0	0	0	0	0	0
GPR155	2	2	1	4	3	2
GPR156	0	0	0	0	0	0
GPR157	0	0	0	0	0	0
GPR158	0	0	0	0	0	0
GPR158-AS1	0	0	0	0	0	0
GPR160	0	10	9	1	13	14
GPR161	0	0	1	0	1	1
GPR162	6	3	0	1	1	1
GPR17	0	0	0	0	0	0
GPR171	0	0	0	0	0	0
GPR173	0	0	0	0	0	0
GPR174	0	0	0	0	0	0
GPR176	0	0	0	0	1	0
GPR179	0	0	0	0	0	0
GPR18	0	0	0	8	0	0
GPR180	1	8	6	5	7	5
GPR182	0	0	0	0	0	0
GPR183	0	24	17	9	18	11
GPR19	0	0	0	0	0	0
GPR20	0	0	0	0	0	0
GPR21	0	0	0	0	0	0
GPR22	0	0	0	0	0	0
GPR25	0	0	0	0	0	0
GPR26	0	0	0	0	0	0
GPR27	0	3	2	7	4	0
GPR3	4	4	1	0	2	3
GPR31	0	0	0	0	0	0
GPR32	0	0	0	0	0	0
GPR33	0	0	0	0	0	0
GPR34	46	239	307	43	89	78
GPR35	11	9	9	36	33	19
GPR37	0	0	0	0	0	0
GPR37L1	1	0	0	1	0	0
GPR39	0	0	0	0	1	1
GPR4	0	0	0	0	0	0
GPR42	0	0	0	0	0	0
GPR45	0	0	0	0	0	0
GPR50	0	0	0	0	0	0
GPR50-AS1	0	0	0	0	0	0
GPR52	0	0	0	0	0	0
GPR55	0	0	0	0	0	0
GPR6	0	0	0	0	0	0
GPR61	0	0	0	0	0	0
GPR62	0	0	0	0	0	0
GPR63	0	0	1	0	1	0
GPR65	20	44	33	21	40	36
GPR68	3	4	5	7	20	17
GPR75	0	0	0	0	0	0
GPR75-ASB3	1	0	7	13	0	0
GPR78	0	0	1	0	0	0
GPR82	25	7	10	9	11	9
GPR83	0	0	0	0	0	0
GPR84	20	30	24	60	43	36
GPR85	0	8	8	8	12	10
GPR87	0	0	0	0	0	0
GPR88	0	0	0	0	0	0
GPR89A	5	36	44	16	27	32
GPR89B	0	4	0	25	4	1
GPRASP1	0	0	0	0	0	0
GPRASP2	0	0	1	0	0	0
GPRC5A	0	0	0	0	0	0
GPRC5B	0	0	0	0	1	0
GPRC5C	0	1	2	0	3	5
GPRC5D	0	0	0	0	1	0
GPRC5D-AS1	53	4	7	15	20	6
GPRC6A	0	0	0	0	0	0
GPRIN1	2	2	3	0	1	1
GPRIN2	0	0	0	0	0	0
GPRIN3	0	2	0	0	1	1
GPS1	23	34	37	64	31	38
GPS2	454	482	415	395	427	524
GPSM1	0	0	0	0	0	0
GPSM2	3	4	5	8	16	16
GPSM3	47	47	47	69	43	42
GPT	0	0	0	0	0	0
GPT2	1	3	4	0	4	4
GPX1	920	1406	1368	894	618	798
GPX2	0	0	0	0	0	1
GPX3	0	14	4	21	25	28
GPX4	493	503	532	693	527	674
GPX5	0	0	0	0	0	0
GPX6	0	0	0	0	0	0
GPX7	4	3	5	0	2	4
GPX8	0	0	0	3	0	1
GRAMD1A	3	8	9	17	15	18
GRAMD1B	0	1	0	0	1	0
GRAMD1C	0	0	0	0	0	0
GRAMD2A	0	0	0	0	0	0
GRAMD2B	2	2	8	6	6	5
GRAMD4	11	29	28	28	57	47
GRAP	6	6	6	8	2	3
GRAP2	0	0	0	0	0	0
GRAPL	0	0	0	5	0	0
GRASP	0	2	4	0	3	1
GRASP-AS1	0	0	2	0	0	0
GRB10	4	1	1	0	3	0
GRB14	0	0	0	0	0	0
GRB2	82	204	196	289	347	358
GRB7	0	0	0	0	0	0
GREB1	2	2	2	1	3	2
GREB1L	0	0	0	0	0	0
GREM1	0	0	0	0	0	0
GREM2	0	0	0	0	0	0
GRHL1	0	1	0	0	0	0
GRHL2	0	0	0	0	0	0
GRHL3	0	0	0	0	0	0
GRHPR	54	77	52	104	72	64
GRIA1	0	0	0	0	0	0
GRIA2	0	0	0	0	0	0
GRIA3	0	0	0	0	0	0
GRIA4	0	0	0	0	0	1
GRID1	0	0	0	0	0	0
GRID1-AS1	0	0	0	0	0	0
GRID2	0	0	0	0	0	0
GRID2IP	0	0	0	0	0	0
GRIFIN	0	0	0	0	0	0
GRIK1	0	0	0	0	0	0
GRIK1-AS1	0	0	0	0	0	0
GRIK1-AS2	0	0	0	0	0	0
GRIK2	0	0	0	0	0	0
GRIK3	0	0	0	0	0	0
