symbol	H9_MplusCHLA_1	H9_MplusCHLA_2	H9_MplusCHLA_3	CAR_MplusCHLA_1	CAR_MplusCHLA_2	CAR_MplusCHLA_3
FAM197Y2	0	0	0	0	0	0
FAM197Y3	0	0	0	0	0	0
FAM197Y4	0	0	0	0	0	0
FAM197Y5	0	0	0	0	0	0
FAM197Y6	0	0	0	0	0	0
FAM197Y7	0	0	0	0	0	0
FAM197Y8	0	0	0	0	0	0
FAM197Y9	0	0	0	0	0	0
FAM198A	1	127	1282	183	551	287
FAM198B	2662	10582	14963	3631	9243	8746
FAM198B-AS1	0	0	62	0	95	182
FAM199X	1038	8338	9112	2064	6341	5571
FAM19A1	0	0	0	0	0	0
FAM19A2	0	0	0	0	55	0
FAM19A3	0	0	0	0	0	0
FAM19A4	0	0	0	0	67	23
FAM19A5	0	0	0	0	63	0
FAM200A	0	174	81	210	167	324
FAM200B	236	473	719	207	917	801
FAM201A	0	0	0	0	0	0
FAM201B	0	0	0	0	0	0
FAM204A	833	1453	3098	708	2837	2719
FAM205A	0	0	0	0	0	0
FAM205BP	0	0	0	0	0	0
FAM205C	0	0	0	0	0	0
FAM206A	0	321	336	165	446	369
FAM207A	443	778	1183	180	433	749
FAM208A	977	5305	5885	1201	6413	7770
FAM208B	124	528	370	1	744	1113
FAM209A	0	0	0	0	0	0
FAM209B	0	0	0	0	38	33
FAM20A	0	829	791	661	2079	2530
FAM20B	679	2876	2722	2063	4458	4979
FAM20C	6068	15958	17695	16511	30043	33305
FAM210A	587	2160	2095	388	2576	1792
FAM210B	833	803	1083	187	517	805
FAM213A	1344	4173	5793	2239	3466	3684
FAM213B	177	1064	779	828	1068	1649
FAM214A	0	80	0	0	142	199
FAM214B	285	538	830	251	711	435
FAM215A	0	0	0	0	0	0
FAM216A	0	494	492	0	302	380
FAM216B	0	0	0	0	0	0
FAM217A	0	0	0	0	0	0
FAM217B	410	640	938	227	1355	755
FAM218A	0	0	0	1	0	0
FAM219A	300	1010	984	410	2047	937
FAM219B	870	1667	1080	524	1679	1873
FAM21EP	13	91	0	0	1	0
FAM220A	1	760	575	0	823	625
FAM221A	0	207	0	0	92	68
FAM221B	0	0	0	0	0	0
FAM222A	0	385	238	147	38	0
FAM222A-AS1	0	0	0	0	0	0
FAM222B	212	473	487	231	331	442
FAM223A	0	0	0	0	73	0
FAM223B	0	0	0	0	73	0
FAM224A	0	0	0	0	0	0
FAM224B	0	0	0	0	0	0
FAM225A	0	57	268	203	222	368
FAM225B	0	1	340	2	0	0
FAM226A	0	0	0	0	0	0
FAM226B	0	0	0	0	0	0
FAM227A	18	24	3	0	58	127
FAM227B	0	0	0	0	0	0
FAM228A	0	0	0	0	31	0
FAM228B	0	0	25	11	116	122
FAM229A	0	0	0	0	0	0
FAM229B	27	0	0	0	81	51
FAM230A	0	0	1	0	2	0
FAM230B	0	0	0	0	0	0
FAM230C	3	0	0	0	1	0
FAM231AP	0	0	0	0	0	0
FAM231BP	0	0	0	0	0	0
FAM231C	0	0	0	0	0	0
FAM231D	0	0	0	0	0	0
FAM234A	310	1435	1891	1146	1348	1483
FAM234B	526	1093	780	588	558	759
FAM236A	0	0	0	0	0	0
FAM236B	0	0	0	0	0	0
FAM236C	0	0	0	0	0	0
FAM236D	0	0	0	0	0	0
FAM237A	0	0	0	0	0	0
FAM238A	0	0	0	0	0	0
FAM238B	0	0	0	0	0	0
FAM238C	0	0	0	0	0	0
FAM239A	1084	0	28	3	110	35
FAM239B	23	2	25	0	0	1
FAM240A	0	0	0	0	0	0
FAM241A	15	75	0	0	202	185
FAM241B	0	70	60	0	7	189
FAM242B	0	0	0	0	0	0
FAM242F	0	0	0	0	0	0
FAM243A	0	0	0	0	0	0
FAM24A	0	0	0	0	0	0
FAM24B	0	0	0	0	0	0
FAM24B-CUZD1	0	0	0	0	0	0
FAM25A	0	0	0	0	0	0
FAM25BP	0	0	0	0	0	0
FAM25C	0	0	0	0	0	0
FAM25E	0	0	0	0	0	0
FAM25G	0	0	0	0	0	0
FAM27B	0	0	0	0	0	0
FAM27C	0	0	0	0	0	0
FAM27E2	0	0	0	0	0	0
FAM27E3	0	0	0	0	1	1
FAM27E5	0	0	0	0	0	0
FAM30A	2	0	0	0	0	0
FAM30C	0	25	2	117	87	5
FAM32A	2627	5520	5765	3201	9801	8560
FAM35BP	367	0	7	595	0	0
FAM35DP	0	591	675	0	570	686
FAM3A	309	1279	1849	1	611	869
FAM3B	135	49	284	0	300	841
FAM3C	472	3286	2973	829	5130	4461
FAM3D	0	0	0	0	0	0
FAM3D-AS1	1	0	0	177	0	0
FAM41AY1	0	0	0	0	0	0
FAM41AY2	0	0	0	0	0	0
FAM41C	0	0	43	0	67	65
FAM43A	2	0	0	0	43	0
FAM43B	0	0	0	0	0	0
FAM45A	468	2418	2820	694	2299	1233
FAM45BP	0	0	276	0	66	0
FAM47A	0	0	0	0	0	0
FAM47B	0	0	0	0	0	0
FAM47C	0	0	0	0	0	0
FAM47E	0	0	0	0	1	0
FAM47E-STBD1	0	0	0	0	0	0
FAM49A	852	2439	4151	1640	5648	5719
FAM49B	3930	13314	16167	4807	19093	16235
FAM50A	7680	13158	12842	3964	16848	19333
FAM50B	82	249	24	14	264	274
FAM53A	0	0	193	0	30	109
FAM53B	1270	3355	2821	1708	5009	5334
FAM53B-AS1	61	0	27	16	118	288
FAM53C	245	2656	1642	274	2483	2404
FAM57A	344	1422	1965	113	407	751
FAM57B	0	0	0	0	20	0
FAM66A	0	0	0	0	0	0
FAM66B	0	0	94	0	0	0
FAM66C	0	3	0	2	8	7
FAM66D	0	0	0	0	0	0
FAM66E	0	0	0	0	0	0
FAM69A	0	2	0	0	159	245
FAM69B	0	0	0	0	0	0
FAM69C	0	0	0	0	0	0
FAM71A	0	0	0	0	0	0
FAM71B	0	0	0	0	0	0
FAM71C	0	0	0	0	0	0
FAM71D	0	0	0	0	0	0
FAM71E1	14	0	0	0	0	0
FAM71E2	0	0	0	0	0	0
FAM71F1	0	0	0	0	0	0
FAM71F2	486	161	16	0	12	44
FAM72A	1000	921	1815	1286	1151	2332
FAM72B	0	0	0	0	699	0
FAM72C	0	466	378	1066	964	698
FAM72D	231	613	251	258	1007	1045
FAM74A1	0	0	0	0	0	0
FAM74A3	4	95	0	14	2	0
FAM74A4	34	46	0	0	8	0
FAM74A6	0	0	0	0	0	0
FAM74A7	603	196	170	3	76	14
FAM76A	617	677	902	123	1828	823
FAM76B	0	228	621	218	466	596
FAM78A	392	3792	4615	540	3674	4691
FAM78B	0	0	0	0	0	0
FAM81A	0	37	256	0	0	60
FAM81B	0	0	0	0	0	0
FAM83A	0	0	0	0	0	1
FAM83A-AS1	0	0	0	0	0	0
FAM83B	0	4	1	0	4	0
FAM83C	0	0	0	0	2	0
FAM83C-AS1	0	0	0	0	0	0
FAM83D	1	0	136	230	346	339
FAM83E	0	2	1	1	0	1
FAM83F	0	0	0	0	0	0
FAM83G	0	87	0	0	177	221
FAM83H	183	105	378	281	396	557
FAM83H-AS1	290	71	0	8	106	0
FAM84A	0	0	0	0	0	1
FAM84B	99	150	454	259	1112	1758
FAM85A	0	0	0	0	4	0
FAM85B	0	0	0	0	3	1
FAM86B1	0	0	0	0	0	0
FAM86B2	0	0	134	0	103	0
FAM86B3P	0	0	0	213	0	59
FAM86C1	283	451	588	220	201	584
FAM86C2P	0	48	0	0	54	61
FAM86DP	204	805	149	24	389	461
FAM86EP	0	87	6	200	90	71
FAM86FP	0	201	1	0	55	239
FAM86HP	0	0	0	0	76	0
FAM86JP	0	0	0	0	87	0
FAM87A	0	0	0	0	0	0
FAM87B	0	0	0	0	0	0
FAM89A	71	1724	1180	637	917	742
FAM89B	199	268	314	362	388	403
FAM8A1	350	1160	1352	834	1791	1951
FAM90A1	0	76	0	0	0	0
FAM90A10P	0	0	0	0	0	0
FAM90A25P	0	0	0	0	27	0
FAM90A26	0	0	0	0	0	0
FAM90A27P	0	0	0	0	0	0
FAM90A2P	0	0	0	0	0	0
FAM90A7P	0	0	0	0	0	0
FAM91A1	840	4479	4726	2111	5565	5802
FAM92A	167	227	288	0	195	267
FAM92A1P2	185	61	15	7	43	26
FAM92B	18	10	0	0	46	0
FAM95A	0	0	0	0	0	0
FAM95B1	0	0	0	0	0	0
FAM95C	0	0	0	0	0	0
FAM98A	340	863	1509	195	1051	1307
FAM98B	568	2070	1961	1728	2961	2997
FAM98C	0	317	97	164	180	24
FAM99A	0	0	0	0	0	0
FAM99B	0	0	0	0	0	0
FAM9A	44	3	0	3	0	0
FAM9B	1	11	0	0	61	0
FAM9C	0	0	0	0	0	0
FAN1	142	574	485	0	135	240
FANCA	0	568	376	149	449	239
FANCB	0	135	492	0	120	195
FANCC	155	338	521	154	539	1016
FANCD2	660	916	1352	910	1683	1396
FANCD2OS	0	87	0	0	0	0
FANCE	452	726	459	246	1018	945
FANCF	5	438	552	146	667	335
FANCG	311	958	1255	203	643	723
FANCI	0	1526	1840	509	1966	2389
FANCL	0	641	740	524	580	261
FANCM	0	309	449	13	184	393
FANK1	0	0	0	1	0	132
FANK1-AS1	0	0	0	0	0	0
FAP	0	0	0	0	0	0
FAR1	1271	9313	9525	4644	13147	13618
FAR2	194	1353	923	428	896	414
FAR2P1	0	0	0	0	0	0
FAR2P2	25	207	101	213	65	38
FARP1	1046	4172	4444	1728	3284	4193
FARP2	102	16	1	0	125	58
FARS2	1	857	696	248	382	633
FARSA	3779	9151	9951	5500	9697	12135
FARSA-AS1	0	0	0	0	0	0
FARSB	553	1626	1608	687	1255	1041
FAS	0	94	0	1	209	84
FAS-AS1	0	0	0	0	0	0
FASLG	0	0	0	0	0	0
FASN	1889	3060	3579	1496	3247	2857
FASTK	768	1904	1900	916	1384	1170
FASTKD1	421	2053	1593	557	2476	2211
FASTKD2	1194	2071	2356	717	1844	2325
FASTKD3	1	87	201	0	353	197
FASTKD5	244	1189	656	578	1561	912
FAT1	5	94	75	1	71	3
FAT2	0	0	0	0	37	0
FAT3	1	45	1	0	0	0
FAT4	0	0	1	0	0	0
FATE1	0	0	0	0	0	0
FAU	3142	10928	12731	3305	8639	11148
FAXC	289	186	156	3	27	12
FAXDC2	0	0	3	0	249	54
FBF1	0	208	0	0	242	174
FBH1	1236	4727	3710	1707	4807	5623
FBL	1884	3478	3723	627	2266	3822
FBLIM1	1044	27	68	0	204	208
FBLL1	0	0	0	0	0	0
FBLN1	0	66	76	0	115	125
FBLN2	1	5	3	2	3	2
FBLN5	0	0	0	0	0	0
FBLN7	0	0	0	0	0	0
FBN1	0	4	2	173	6	4
FBN2	1	79	0	231	226	242
FBN3	0	0	0	0	0	0
FBP1	225	0	205	289	536	256
FBP2	0	0	0	0	0	0
FBRS	273	1423	710	754	1229	1019
FBRSL1	443	1491	1757	1677	1600	1576
FBXL12	0	227	301	630	371	523
FBXL13	26	50	0	19	106	38
FBXL14	1	330	0	0	252	408
FBXL15	140	313	418	222	302	340
FBXL16	0	0	0	0	0	0
FBXL17	805	3189	2571	493	1578	2134
FBXL18	820	1074	712	269	940	914
FBXL19	351	662	775	197	642	575
FBXL19-AS1	1	0	2	1	35	147
FBXL2	10	5	0	0	0	0
FBXL20	591	1425	876	1299	1223	1080
FBXL21	0	0	0	0	0	0
FBXL22	0	0	0	0	0	0
FBXL3	2	782	1418	396	2508	2065
FBXL4	176	310	359	253	503	505
FBXL5	195	5742	7392	1851	6595	5819
FBXL6	297	97	301	435	416	428
FBXL7	0	132	167	0	50	34
FBXL8	0	0	92	0	0	63
FBXO10	0	685	448	0	695	758
FBXO11	1013	7421	7596	3279	11814	12605
FBXO15	0	0	0	0	0	0
FBXO16	0	171	62	0	32	206
FBXO17	148	0	344	190	96	85
FBXO2	0	0	0	0	1	1
FBXO21	419	1746	949	61	1083	1086
FBXO22	605	1891	1559	1511	2167	2048
FBXO24	0	0	9	0	0	0
FBXO25	827	1794	1039	448	1050	873
FBXO27	150	39	28	0	78	185
FBXO28	292	1373	1201	194	1484	1034
FBXO3	48	640	794	1	1007	1418
FBXO3-DT	0	0	0	0	0	0
FBXO30	170	958	1110	193	1183	870
FBXO31	1	528	917	384	597	852
FBXO32	0	50	0	0	38	0
FBXO33	343	835	1112	178	765	780
FBXO34	171	264	260	605	671	1188
FBXO36	4	0	0	0	0	0
FBXO38	330	1336	1166	358	1796	1999
FBXO39	0	0	0	0	0	0
FBXO4	311	630	898	1	404	256
FBXO40	34	0	0	0	34	0
FBXO41	223	332	347	430	187	693
FBXO42	61	1108	910	652	1085	1256
FBXO43	0	0	0	0	4	0
FBXO44	506	118	94	4	150	512
FBXO45	753	2137	2996	1620	3030	3662
FBXO46	249	189	607	378	935	676
FBXO47	0	0	0	0	0	0
FBXO48	39	36	287	0	190	336
FBXO5	188	404	518	622	685	487
FBXO6	77	96	266	475	592	729
FBXO7	1375	6689	7623	3002	7092	6912
FBXO8	184	816	738	312	908	956
FBXO9	288	1642	2386	816	2134	2434
FBXW10	0	0	0	0	0	0
FBXW11	118	4526	4608	1082	4055	4067
FBXW12	0	0	0	0	0	0
FBXW2	1708	3686	3525	2380	4200	4406
FBXW4	311	485	484	227	447	201
FBXW4P1	0	0	0	0	0	0
FBXW5	2281	4567	5250	1749	2776	4706
FBXW7	971	1658	2078	1071	2524	1793
FBXW7-AS1	0	0	0	0	0	0
FBXW8	177	1191	494	7	733	806
FBXW9	129	331	69	0	282	388
FCAMR	123	0	0	0	205	186
FCAR	400	21	152	213	42	157
FCER1A	1	0	0	0	116	138
FCER1G	22670	32049	29793	11308	20033	23968
FCER2	0	0	0	0	68	86
FCF1	285	3101	3519	1344	4429	3695
FCF1P2	1	513	136	312	167	241
FCGBP	10463	22281	18769	15938	19785	22567
FCGR1A	13313	27512	27688	8912	20096	19353
FCGR1B	582	5830	3625	738	3327	2984
FCGR1CP	5071	10423	13738	2438	7878	8493
FCGR2A	3619	16380	15441	4702	13280	15024
FCGR2B	0	107	580	155	475	598
FCGR2C	16	470	221	28	381	314
FCGR3A	15278	29337	33085	4333	9597	11397
FCGR3B	7	159	165	2	13	7
FCGRT	19253	48928	46578	26979	40367	42610
FCHO1	102	128	100	0	99	60
FCHO2	3	401	718	613	976	901
FCHSD1	186	894	637	4	1007	320
FCHSD2	64	2768	4354	685	4865	4796
FCMR	192	888	1269	818	1571	1672
FCN1	1708	205	217	46	205	217
FCN2	0	0	0	0	0	0
FCN3	0	0	0	0	0	0
FCRL1	0	0	0	0	0	0
FCRL2	0	0	0	0	0	0
FCRL3	0	0	0	0	0	0
FCRL4	0	0	0	0	0	0
FCRL5	0	0	0	0	0	0
FCRL6	1	0	0	0	1	13
FCRLA	0	0	0	0	0	46
FCRLB	0	51	0	1	48	0
FDCSP	0	0	0	0	0	0
FDFT1	2371	8651	8272	7832	13343	12033
FDPS	3932	12409	11150	6790	14983	19890
FDPSP2	1005	148	10	2	198	23
FDX1	1132	1987	4109	825	3495	2345
FDX2	426	818	623	488	512	476
FDXACB1	460	165	553	6	301	324
FDXR	323	249	67	322	537	927
FECH	722	5127	5222	1156	6110	6569
FEM1A	2338	5534	6540	2835	6789	7126
FEM1B	2291	11226	13562	5827	14364	13710
FEM1C	229	423	804	352	1343	1161
FEN1	3259	9828	10452	3374	7080	9691
FENDRR	30	0	0	0	20	0
FER	241	1708	950	1172	1582	1591
FER1L4	300	0	0	0	1	44
FER1L5	0	0	0	0	0	0
FER1L6	0	0	2	0	0	0
FER1L6-AS1	0	0	0	0	0	0
FER1L6-AS2	0	0	0	0	0	0
FERD3L	0	0	0	0	0	0
FERMT1	0	0	0	1	1	67
FERMT2	0	500	788	0	100	66
FERMT3	2900	6936	6218	5500	9363	11977
FES	735	3639	4528	2461	4911	4780
FETUB	0	0	0	0	0	0
FEV	0	0	58	0	0	106
FEZ1	6	38	343	54	297	371
FEZ2	240	2961	2324	2746	3957	3551
FEZF1	0	0	0	0	0	0
FEZF1-AS1	0	0	0	0	0	0
FEZF2	0	0	0	0	0	0
FFAR1	0	0	0	0	0	0
FFAR2	6	537	166	1213	1385	1149
FFAR3	0	0	0	0	2	0
FFAR4	984	1555	966	990	1913	2276
FGA	0	1	0	0	1	1
FGB	11	8	14	7	11	18
FGD1	1	0	0	0	31	57
FGD2	1090	3221	4237	2327	7071	5779
FGD3	738	1416	943	1294	2481	3254
FGD4	870	2389	2386	1391	2120	2949
FGD5	1478	3841	5991	4575	5925	7663
FGD5-AS1	788	3594	4699	806	5666	5420
FGD5P1	80	0	0	0	1	0
FGD6	2	525	596	214	1204	935
FGF1	79	2	0	0	0	0
FGF10	0	2	2	0	0	0
FGF10-AS1	0	0	0	0	0	0
FGF11	0	70	0	0	0	0
FGF12	0	0	0	0	21	0
FGF12-AS1	0	0	0	0	0	0
FGF12-AS2	0	0	0	0	0	0
FGF13	0	1	0	0	0	0
FGF13-AS1	0	1	0	0	2	0
FGF14	0	0	0	0	0	16
FGF14-AS1	0	0	0	0	0	0
FGF14-AS2	0	0	0	0	66	67
FGF14-IT1	0	0	0	0	0	0
FGF16	0	0	0	0	0	0
FGF17	0	0	0	0	0	0
FGF18	0	0	0	0	0	0
FGF19	0	0	0	0	0	0
FGF2	0	0	1	0	6	0
FGF20	0	0	0	0	0	0
FGF21	0	0	0	0	0	0
FGF22	0	0	0	0	0	0
FGF23	0	0	0	0	0	0
FGF3	0	0	0	0	0	0
FGF4	0	0	0	0	0	0
FGF5	21	83	69	0	0	45
FGF6	0	0	0	0	0	0
FGF7	0	0	1	0	0	0
FGF7P3	0	0	0	0	33	0
FGF7P6	0	0	0	0	0	0
FGF8	2	4	37	0	0	0
FGF9	0	0	0	0	2	0
FGFBP1	0	0	1	0	0	0
FGFBP2	0	0	0	0	0	0
FGFBP3	0	80	0	0	40	55
FGFR1	159	465	297	10	199	151
FGFR1OP	300	1196	1481	656	1365	1262
FGFR1OP2	1003	2343	1904	997	4373	3561
FGFR2	2	13	41	0	17	10
FGFR3	0	0	0	1	0	0
FGFR4	0	0	0	0	0	0
FGFRL1	1	741	379	523	342	545
FGG	1	2	2	3	2	3
FGGY	159	605	631	170	602	451
FGL1	409	1075	900	194	725	727
FGL2	1436	5259	5638	2569	18145	16009
FGR	190	668	391	1050	1626	1089
FH	1067	2917	4633	1764	3428	3747
FHAD1	322	435	361	3	240	264
FHDC1	1	1	1	1	3	2
FHIT	162	204	137	0	53	143
FHL1	2	90	0	0	50	147
FHL2	2	2	1	0	53	45
FHL3	678	1092	254	285	617	669
FHL5	0	0	0	0	0	1
FHOD1	1093	2356	2942	1076	1732	2640
FHOD3	0	0	58	0	58	141
FIBCD1	0	0	0	0	0	0
FIBIN	0	11	0	0	0	0
FIBP	4086	6583	6611	1618	4618	5484
FICD	0	209	40	0	103	2
FIG4	462	1290	1441	748	2991	2949
FIGLA	0	0	0	0	0	0
FIGN	0	30	0	23	44	61
FIGNL1	329	3296	3600	1130	3564	2373
FIGNL2	0	0	1	0	0	0
FILIP1	19	0	2	2	40	114
FILIP1L	1	366	296	0	751	205
FILNC1	0	0	0	0	0	0
FIP1L1	1417	3737	2656	599	4223	4985
FIRRE	4	0	7	0	8	5
FIS1	4467	8719	7274	3027	7385	9609
FITM1	0	0	0	0	0	39
FITM2	596	514	513	0	384	933
FIZ1	391	372	484	49	146	196
FJX1	0	322	0	165	70	112
FKBP10	1	0	0	0	142	41
FKBP11	2	0	139	40	54	81
FKBP14	440	686	442	36	657	639
FKBP15	1748	8553	8451	5034	11786	14511
FKBP1A	6711	29509	30514	13320	25607	26056
FKBP1A-SDCBP2	0	0	0	0	0	0
FKBP1AP1	98	573	896	205	969	1331
FKBP1B	303	208	192	1	41	270
FKBP2	11332	7314	4793	3637	6853	10065
FKBP3	1058	4144	3082	2226	5789	5092
FKBP4	4007	12256	13162	3680	9014	9680
FKBP5	421	3520	4528	1589	6472	7930
FKBP6	0	0	0	0	11	0
FKBP7	166	201	79	0	85	84
FKBP8	6215	14370	13348	7434	13754	16506
FKBP9	1257	3139	3931	2183	4154	4376
FKBP9P1	14	19	5	10	15	10
FKBPL	551	343	152	0	335	528
FKRP	1	51	349	0	488	279
FKSG29	0	0	0	0	0	0
FKTN	320	576	643	165	422	615
FLAD1	523	449	524	206	791	403
FLCN	14	2572	3391	1279	3246	2606
FLG	0	0	0	0	0	0
FLG-AS1	0	0	0	0	0	5
FLG2	0	2	0	0	2	0
FLI1	943	7426	8350	3047	15829	13446
FLICR	0	0	0	0	0	0
FLII	7406	24235	21809	10206	21243	26675
FLJ12825	0	3	0	69	3	1
FLJ13224	0	1	0	0	0	30
FLJ16779	0	0	0	0	0	0
FLJ20021	0	42	73	0	0	34
FLJ21408	0	0	0	0	0	0
FLJ22447	0	59	0	0	42	3
FLJ23867	1	835	996	218	664	315
FLJ25758	0	0	0	0	0	0
FLJ30679	0	0	0	0	0	0
FLJ30901	88	2	0	0	75	0
FLJ31104	0	2	69	0	89	3
FLJ31356	370	145	0	15	175	2
FLJ32255	0	515	348	0	136	336
FLJ33534	0	0	0	0	0	0
FLJ34503	0	0	0	0	0	0
FLJ36000	0	0	0	0	0	0
FLJ37035	0	0	0	206	0	44
FLJ37201	0	0	0	0	0	0
FLJ37453	3	197	17	0	87	274
FLJ38576	0	0	0	0	0	0
FLJ39095	1	3	6	1	2	2
FLJ40194	0	0	0	0	0	4
FLJ40288	0	0	0	0	0	0
FLJ42102	286	34	23	114	79	23
FLJ42351	0	0	0	0	14	0
FLJ42393	0	0	39	0	159	0
FLJ42627	44	19	132	0	217	56
FLJ42969	0	0	0	0	0	0
FLJ43315	0	0	0	0	0	0
FLJ44635	63	123	123	0	44	77
FLJ45513	27	0	0	0	38	0
FLJ46284	0	0	1	0	0	0
FLJ46875	0	0	0	0	67	42
FLJ46906	196	286	28	0	103	1
FLNA	7814	24012	25673	12028	17357	21241
FLNB	427	740	509	514	767	1334
FLNB-AS1	554	2879	2971	336	3375	3220
FLNC	1	4	1	1	4	86
FLNC-AS1	0	0	0	0	0	0
FLOT1	3912	8130	8253	3680	9014	10512
FLOT2	873	6991	6811	3663	8074	9509
FLRT1	0	129	0	0	0	76
FLRT2	0	1	142	1	144	72
FLRT3	0	1	1	0	0	0
FLT1	0	5	4	0	40	18
FLT3	0	0	0	0	0	0
FLT3LG	0	66	0	0	39	90
FLT4	0	45	0	0	0	0
FLVCR1	766	1100	1766	506	1036	1455
FLVCR1-DT	0	262	276	205	385	421
FLVCR2	646	1474	1335	886	3107	3032
FLYWCH1	203	707	397	522	439	611
FLYWCH2	422	623	842	554	1126	1381
FMC1	33	3	38	7	126	1
FMN1	2	1470	998	201	1731	2191
FMN2	0	0	0	0	0	0
FMNL1	2760	5438	5324	4982	7223	8217
FMNL2	2	3108	3106	186	3989	3081
FMNL3	2881	6195	6499	2971	6616	7365
FMO1	0	0	0	0	0	0
FMO2	0	1	0	0	0	0
FMO3	0	0	0	1	0	0
FMO4	0	105	82	0	191	230
FMO5	0	58	0	1	0	0
FMO6P	0	0	0	0	0	0
FMO9P	0	0	0	0	0	0
FMOD	1	1	1	1	0	1
FMR1	600	1973	1756	908	3124	2889
FMR1-AS1	0	0	0	0	0	0
FMR1NB	0	0	0	0	0	0
FN1	231	632	139	20	77	131
FN3K	612	1033	852	109	1130	970
FN3KRP	721	3196	3091	1111	2413	2823
FNBP1	268	2429	1783	1355	4645	4322
FNBP1L	2	672	691	170	315	935
FNBP4	654	1520	1145	1046	2930	1753
FNDC1	0	0	0	0	1	0
FNDC10	180	587	539	178	155	218
FNDC11	0	0	0	0	0	0
FNDC3A	182	2778	1958	1350	2494	2346
FNDC3B	246	2169	2188	861	2446	2428
FNDC4	0	0	0	0	0	0
FNDC5	0	77	0	0	0	0
FNDC7	0	0	0	0	0	0
FNDC8	0	0	0	0	0	0
FNDC9	0	0	0	0	0	0
FNIP1	46	2413	1869	1539	2113	2921
FNIP2	719	4541	4676	1770	5100	5240
FNTA	1904	3315	4079	2472	5946	4328
FNTB	0	0	0	0	649	103
FOCAD	339	1357	1855	225	1949	1631
FOCAD-AS1	0	0	0	0	0	0
FOLH1	0	1	0	0	1	0
FOLH1B	0	0	0	0	0	0
FOLR1	0	0	0	0	0	0
FOLR2	6365	15996	16773	1852	3700	6005
FOLR3	0	0	0	0	0	0
FOPNL	362	1280	943	1	1703	1934
FOS	786	3100	3989	1741	16182	11685
FOSB	0	0	0	281	39	295
FOSL1	135	477	49	0	107	325
FOSL2	0	408	2	153	305	419
FOXA1	0	1	0	0	2	0
FOXA2	0	0	0	0	0	0
FOXA3	1	0	0	0	0	0
FOXB1	0	0	0	0	0	0
FOXB2	0	0	0	0	0	0
FOXC1	0	684	130	0	57	1
FOXC2	0	0	0	0	0	0
FOXC2-AS1	0	0	0	0	0	0
FOXCUT	0	0	0	0	0	0
FOXD1	0	0	0	0	0	0
FOXD2	0	397	121	21	255	71
FOXD2-AS1	166	193	224	0	266	340
FOXD3	0	0	0	0	0	0
FOXD3-AS1	0	0	0	0	0	0
FOXD4	0	0	0	0	0	0
FOXD4L1	0	0	0	0	0	0
FOXD4L3	0	0	0	0	0	0
FOXD4L4	0	0	0	0	0	0
FOXD4L5	0	0	0	0	0	0
FOXD4L6	0	0	0	0	0	0
FOXE1	0	0	0	0	0	0
FOXE3	0	0	0	0	0	0
FOXF1	0	253	226	0	0	0
FOXF2	0	0	0	0	0	0
FOXG1	1	3	1	0	1	2
FOXG1-AS1	0	0	2	0	0	0
FOXH1	0	0	0	0	0	0
FOXI1	0	0	0	0	0	0
FOXI2	0	1	0	0	0	0
FOXI3	0	0	17	15	52	0
FOXJ1	0	0	0	0	0	0
FOXJ2	323	1240	2458	388	2190	2282
FOXJ3	975	4610	5681	799	4585	4909
FOXK1	2088	6658	5830	3420	6937	7826
FOXK2	832	3105	3649	2817	4175	3998
FOXL1	0	0	0	0	0	0
FOXL2	0	0	0	0	0	0
FOXL2NB	8	44	8	0	1	8
FOXM1	592	1509	814	1102	2359	2416
FOXN1	0	0	0	0	0	0
FOXN2	85	1242	1467	563	3170	1795
FOXN3	2095	5905	5924	2723	6077	7022
FOXN3-AS1	0	56	77	0	0	227
FOXN3-AS2	0	0	0	0	0	0
FOXN4	0	0	0	0	0	0
FOXO1	0	227	175	0	29	46
FOXO3	412	2493	2093	1517	2906	3781
FOXO3B	0	9	0	11	140	64
FOXO4	822	663	422	431	1606	1833
FOXO6	0	0	0	0	0	0
FOXP1	1297	1001	841	974	654	1062
FOXP1-AS1	3	1	0	1	1	0
FOXP2	12	0	0	0	0	9
FOXP3	0	0	0	0	57	0
FOXP4	363	794	547	344	349	643
FOXP4-AS1	0	0	0	0	0	0
FOXQ1	0	0	0	0	2	0
FOXR1	0	0	0	0	0	0
FOXR2	0	0	0	0	0	0
FOXRED1	1061	1675	2129	673	2126	2555
FOXRED2	814	1619	1786	588	1592	2144
FOXS1	0	0	0	0	0	0
FPGS	261	711	625	364	934	1106
FPGT	0	381	812	209	694	551
FPGT-TNNI3K	0	1	0	0	0	0
FPR1	0	381	189	147	408	445
FPR2	0	87	248	0	299	330
FPR3	3416	10139	11949	2364	16627	13654
FRA10AC1	138	960	659	480	1335	1637
FRAS1	0	1	0	0	0	1
FRAT1	0	168	335	450	133	138
FRAT2	796	2878	2104	296	3280	3872
FREM1	0	0	0	0	0	0
FREM2	0	0	1	0	3	1
FREM2-AS1	0	0	0	0	0	0
FREM3	0	0	0	0	0	0
FRG1	1557	1928	1488	695	2197	1863
FRG1-DT	0	4	0	141	8	59
FRG1BP	0	0	0	0	0	0
FRG1CP	0	0	3	0	0	0
FRG1DP	0	0	0	10	0	0
FRG1EP	0	0	0	0	1	0
FRG1FP	0	4	0	0	0	0
FRG1HP	3	58	106	188	60	108
FRG1JP	1	0	0	0	0	1
FRG2	0	0	0	0	0	0
