gene_id	Comb5_DLL4_plus__CD144_plus__Cy0657_num_5_p2_Rep1	Comb5_DLL4_plus__CD144_plus__Cy0657_num_5_p2_Rep2	Comb5_DLL4_plus__CD144_plus__Cy0657_num_5_p2_Rep3	Comb5_DLL4__CD144__Cy0657__num_5_p2_Rep_1	Comb5_DLL4__CD144__Cy0657__num_5_p2_Rep_2	Comb5_DLL4__CD144__Cy0657__num_5_p2_Rep_3
FMO3	0	0	2.66	0.62	4	1
FMO4	0	1	7	16	11	14
FMO5	0	38	10	12	0	20
FMOD	0	0	0	0	0	0
FMR1	137	288.22	272	545.58	403.25	487.39
FMR1NB	0	0	0	0	0	0
FN1	2606	3948	7091	22654	14737.33	18351
FN3K	0	0	0	0	4	0
FN3KRP	163	43	106	191	155	187
FNBP1	297.11	325.71	596.13	334.04	228.52	295.74
FNBP1L	417	977	1189	1208	636	861.05
FNBP4	116	214	442	453.3	256	279
FNDC1	0	0	0	0	0	0
FNDC3A	224	322	665	672	385	484
FNDC3B	130.75	262	492.01	521	425	370
FNDC4	0	2	1	0	0	0
FNDC5	0	0	0	74	31	96
FNDC7	0	0	0	0	0	0
FNDC8	0	0	0	0	0	0
FNDC9	0	0	0	0	0	0
FNIP1	77.08	178.28	150.41	104.57	76.06	134.02
FNIP2	71	119	114	164	145	136.93
FNTA	280	281.03	414	521	417	460
FNTB	7	62	126	124	82	117
FOCAD	86	194	300	319	202	320
FOLH1B	192	187	470.95	82	33	83
FOLR1	0	0	0	7	13	13
FOLR2	0	0	2	0	0	0
FOPNL	141.21	242.96	193.21	337.58	275.69	277.98
FOS	1	3	2	2	22	3
FOSB	0	0	16	0	0	2
FOSL1	22	61.06	71	120	85	101
FOSL2	32	50	51	96	76	68
FOXA1	0	5.99	0	29	29	10
FOXA2	0	4	0	47	47	37
FOXA3	0	0	0	0	1	0
FOXB1	0	0	0	0	0	0
FOXB2	0	0	0	0	0	0
FOXC1	91	323	192	476.81	350	434
FOXC2	1	0	0	17.16	9	13
FOXD1	0	0	8	9	19.7	32.69
FOXD2	0	0	1	0	3	0
FOXD3	0	0	0	0	0	0
FOXE1	0	0	0	0	0	0
FOXE3	0	0	0	0	0	0
FOXF1	5	0	0	76	31	14
FOXF2	0	0	0	29	0	3
FOXG1	0.85	0	0	61	6	24
FOXH1	0	0	0	8	0	0
FOXI1	0	0	0	0	0	0
FOXI2	0	0	0	1	0	0
FOXI3	0	0	0	0	0	0
FOXJ1	6	0	0	0	0	2
FOXJ2	52	121	124	121	93	112
FOXJ3	179.67	326.78	371.7	443.81	273.72	309.69
FOXK1	22	36	82	77	54.5	96
FOXK2	0	0	9	0	10	9
FOXL1	0	0	0	6.01	0	2
FOXL2	36	34.12	26	2	8	8
FOXL2NB	13	1	5	9	0	0
FOXM1	47	133	168.4	321	236	244
FOXN1	0	0	0	0	0	0
FOXN2	22	34	135	111	97	150
FOXN3	82	31	277.99	259	168	210.99
FOXN4	0	0	0	0	0	0
FOXO1	238.01	354	331	94	77	81
FOXO3	105.33	81.59	116.77	308.67	244.48	162.5
FOXO4	5	13	86	50	55	75
FOXO6	0	0	0	0	0	0
FOXP1	28	93	61	203	76	126
FOXP2	0	63	73	8	7	37
FOXP3	0	0	2	0	3	0
FOXP4	0	1	27	76	103	65
FOXQ1	0	0	0	0	0	0
FOXR1	0	0	0	0	0	0
FOXR2	0	0	0	0	0	0
FOXRED1	148	228	213	283	234	236
FOXRED2	0	0	6	6	16	16
FOXS1	18	14	3	0	0	2
FPGS	41	62	51.99	40	64	22
FPGT	0	2	3	8	11	1
FPR1	0	0	0	0	0	0
FPR2	7	0	13	1	0	1
FPR3	0	0	0	0	0	0
FRA10AC1	4.42	31.07	24	1.31	0	4.4
FRAS1	0	14	11	282	185.59	228
FRAT1	38	3	30	13	8	25
FRAT2	19	60	19	19	42	22
FREM1	33	141	111	188	25	70.09
FREM2	6	8	4	217	127	141
FREM3	0	0	0	0	0	0
FRG1	270	617	231.45	361	280	350
FRK	0	0	0	0	0	3
FRMD1	0	0	0	0	0	0
FRMD3	0	1	3	84.73	42	66
FRMD4A	116	216	403.03	518	358	428
FRMD4B	349	342	799.34	142	101	102.11
FRMD5	0	0	0	0	0	0
FRMD6	107	178	251	465	336	372
FRMD7	0	0	0	0	9	11
FRMD8	149	52	193	49	50	51
FRMPD1	0	0	0	0	0	0
FRMPD2	33	86	117	19	6	11
FRMPD3	0	0	1	14	8	9
FRMPD4	0	0	0	0	0	0
FRRS1	15	0	19	33	28	57
FRRS1L	0	0	4	0	1	0
FRS2	59	124.29	103.6	183	142.44	163.02
FRS3	15	1	21	19	10	6
FRY	14	57	61	2	6	9
FRYL	111	370.15	441	195	136	208
FRZB	28	119	95	81	54	70
FSBP	46.61	7.79	72.73	0	0	2.94
FSCB	0	0	0	0	0	0
FSCN1	2086	2207	2081.8	1437.02	1442	1681
FSCN2	0	0	7	6	0	0
FSCN3	0	0	0	0	0	0
FSD1	0	1	2	34	54	22
FSD1L	0	93	72	21	42	30
FSD2	0	0	2	0	0	0
FSHB	0	0	0	0	0	0
FSHR	0	0	0	0	0	0
FSIP1	0	0	13	16	6	12
FSIP2	0	0	6	18	36	35
FST	0	0	0	6	9	0
FSTL1	2792	2783.69	5123.11	7817.11	6033.22	6201.19
FSTL3	0	0	0	12	7	0
FSTL4	10	0	15	0	0	0
FSTL5	0	0	3	15	0	0
FTCD	0	0	0	0	0	0
FTH1	666.27	622.84	208.15	234.74	385.49	316.55
FTHL17	0	0	0	0	0	0
FTL	746.53	1571.57	1049.32	2311.13	1740.44	1957.36
FTMT	0	0	0	0	0	0
FTO	280.31	227.27	485.68	553.87	436.34	551.86
FTSJ1	80	58	66	109	60	72
FTSJ2	92	5	56	67	96	102
FTSJ3	430	1094	800.34	1281	570	823
FUBP1	528	1052	1251.88	2360	1247	1917.37
FUBP3	534.01	761	957	946.98	583.04	889.74
FUCA1	552	667	680	651	548	585
FUCA2	786	1448	1062	1124.92	879.61	1051
FUK	66	65	49	33	50	45
FUNDC1	53	1	50	96	99	64
FUNDC2	219	289	186.03	242.52	136	152
FUOM	27	21	22	33	39	8
FURIN	343	344	818	640.55	635	746.11
FUS	751.59	2141.64	1060.54	2101	1298	1530
FUT1	45	84	67	64	0	41
FUT10	14.27	69	29.55	32	24	46
FUT11	34	6	108.66	72.23	39	78.01
FUT4	0	63.77	59.24	79.22	7.01	22.75
FUT5	0	0	0	0	0	0
FUT7	0	0	0	0	0	0
FUT8	103	93	125	73	83	94
FUT9	0	0	0	0	0	0
FUZ	11	51	12	0	4	10
FXN	49	60	71	71	63	90
FXR1	810	934	1617	2571.2	1645	1823.23
FXR2	181	303	290	423	209	271
FXYD1	0	0	0	0	0	5
FXYD3	0	0	0	0	0	0
FXYD4	0	0	0	0	0	0
FXYD5	111	263	141	44	30	64
FXYD6	64	32	63	176	137	171
FXYD7	0	0	0	0	0	0
FYB	0	21	13	0	0	2
FYCO1	133	151	313	216	160	243
FYN	994	1108	1484	655	484.99	729
FYTTD1	172	195	318	582.07	323	326
FZD1	60	56	50.54	355.57	282.03	270
FZD10	0	2	11	61	4	43
FZD2	0	40.97	7.14	223.35	172.23	143.98
FZD3	80	15	14	163	105	99
FZD4	82	268	462.87	181	127	196
FZD5	4	2	5	38	28	25
FZD6	761	1095	843	639	367.99	495
FZD7	16	41	34.46	943.53	844.02	900.91
FZD8	0	3	21	3	2	5
FZD9	0	37	14	17	19	49
FZR1	41	147	63	102	94	154
G0S2	0	1	0	12	12	0
G2E3	50	47	160	308	181	203
G3BP1	966.08	1756.99	1565.51	2928.04	1972.81	2264.99
G3BP2	2260	2837.14	3727.45	5861	3348.12	3887.65
G6PC	0	3.19	13.35	0	0	5.06
G6PC2	0	0	0.14	0	0	0
G6PC3	142	85	190	176	87	217
G6PD	125	399	328	484	351	398
GAA	99	63	166	62	90	112
GAB1	39	13	78.61	76	24	67
GAB2	180.65	445	379	133.98	82	121
GAB3	2	5	42	9	18	0
GAB4	0	0	0	0	0	0
GABARAP	507.13	726.7	509.37	486.88	466.02	510.61
GABARAPL1	401.08	577	621.72	382	279	351
GABARAPL2	1041	948	777	426	346	275
GABBR1	36	73	140	34	23	43
GABBR2	0	0	0	5	0	0
GABPA	372	203	437.99	350	243.68	291
GABPB1	468	406	711	756.81	542.66	625
GABPB2	0	1	0	0	0	1
GABRA1	0	1	0	0	0	0
GABRA2	0	1	0	0	11.97	16
GABRA3	0	0	0	5	0	0
GABRA4	0	0	0	0	0	0
GABRA5	75	47	20.61	150	59	42
GABRA6	0	0	0	0	0	0
GABRB1	0	0	0	0	0	0
GABRB2	0	0	0	0	0	0
GABRB3	10	2	0	18	17	3
GABRD	0	0	0	0	0	0
GABRE	0	2	0	0	0	0
GABRG1	0	0	0	0	0	0
GABRG2	0	0	0	0	0	0
GABRG3	0	2	1	0	0	4
GABRP	0	0	0	0	0	6
GABRQ	0	1	2	16	13	4
GABRR1	0	0	0	0	1	0
GABRR2	0	0	0	0	0	0
GABRR3	0	0	0	0	0	0
GAD1	2	20	7	29	10	23
GAD2	0	0	0	0	0	0
GADD45A	680	1405	635	541.96	521	453
GADD45B	2	24	21	19	13	31
GADD45G	30	16	13	2	1	0
GADL1	0	0	0	0	0	0
GAK	120	283	353	294	214	285
GAL	0	1	4	11	6	26
GAL3ST1	0	0	0	0	0	0
GAL3ST2	14	0	0	7	0	3
GAL3ST3	0	0	0	0	11	4
GAL3ST4	0	0	0	0	0	0
GALC	724.05	888.69	591.11	401.6	266.18	247.31
GALE	126	285	403	353	253	383
GALK1	100	219	65	49	73	79
GALK2	97	185	199	230	140	180
GALNS	0	32	21	55	3	44
GALNT1	1136.01	1216.99	2358.66	1746	1549.78	1517.02
GALNT10	58	54.97	189	263.02	209.24	178
GALNT11	128	308	262	272	195	171
GALNT12	63	79	70	54	51	72
GALNT13	15	3	11	36	37	20
GALNT14	0	21	3	0	0	28
GALNT15	39.64	27.1	13.69	2.37	35.12	23.03
GALNT16	0	0	9	46	79	42
GALNT18	167	80	185	29	31	31
GALNT2	234	132	535	1381	1067	1053
GALNT3	0	1	0	10	26	18
GALNT4	126.83	119.33	247.34	188.71	157.37	207.63
GALNT5	0	0	1	39	33	19.17
GALNT6	35.89	51.3	37.15	32.2	7.2	21.13
GALNT7	287	339	756	678	572	511
GALNT8	0	0	6	0	0	1
GALNTL5	0	0	0	0	0	0
GALNTL6	0	0	1	0	0	0
GALP	0	0	0	0	0	0
GALR1	0	0	0	0	0	0
GALR2	0	0	0	0	0	0
GALR3	0	0	0	0	0	0
GALT	33	65	45.06	34	27	27
GAMT	5.84	6.24	11.58	5.07	15.03	10.1
GAN	38	16	96	161	105	150
GANAB	764	636	1753	3075	2108	2733.79
GANC	57	0	49.87	44	13	36
GAP43	56	121	62	64	55	59
GAPDH	4255.36	6017.87	6903.23	7856.87	5869.81	7038.88
GAPDHS	0	0	0	0	0	0
GAPT	0	1	0	1	0	0.97
GAPVD1	192.12	294.48	469.25	537.26	332.53	399.82
GAR1	87	394	85	176	186	192
GAREM1	0	0	1	60	14	29
GAREM2	1	0	3	5	10	21
GARNL3	0	18	20	17	26	26
GARS	472	780	783	1776	1426	1299
GART	359	496	488	1245.13	881	992.72
GAS1	1	1	19	19.43	13	40
GAS2	0	0	0	24	8	36
GAS2L1	1	4	51	49	37	48
GAS2L2	0	0	0	0	0	0
GAS2L3	7	2	78	179.67	86	92.94
GAS6	18	20	29	80	23	35
GAS7	27.14	30.74	67.29	113.23	173.15	151.28
GAS8	27	50	65	83	96	89
GAST	0	0	0	0	0	0
GATA1	0	1	0	0	0	0
GATA2	61	108	134	50.01	26	40
GATA3	82	208	217	134	56	125
GATA4	16	0	10	26	106	19
GATA5	0	1	0	3.99	0	0
GATA6	47	49	71	10	14	21
GATAD1	73.12	125.18	83.3	87.06	109.74	86.53
GATAD2A	336.67	503.07	873.82	820.01	707.97	734.69
GATAD2B	31	93	186	206	93	144
GATB	61	174	169	99	126	146
GATC	269	212.27	144.03	241.02	125	143.01
GATM	0	1	7	12	17	6
GATSL2	0	0	8	16	0	9
GATSL3	0	0	9	0	8	0
GBA	39	17	177	103	134	91
GBA2	138	196	289.17	143	156	157
GBAS	96	225	138	205	132	148
GBE1	285	257	458	727	644	735.99
GBF1	40	131	336	359	183	266
GBGT1	0	0	0.96	0	0	0
GBP2	0	31	7	0	10	4
GBP3	1	65	49	51.95	22	11.42
GBP6	6.84	22.68	11.24	0	0	1.47
GBP7	0	2	0	0	0	0
GBX1	0	0	0	0	0	0
GBX2	21	41.06	2	9	5	12
GC	0	0	0	0	0	0
GCA	190	348	195	58	41	63
GCAT	0	2	15	31	23	27
GCC1	67	92	145	305	154	199
GCC2	61	67	290.34	277	158	239
GCDH	112	232	118.94	102	167	166
GCFC2	9	5	57	39	59	43
GCG	0	0	0	0	0	0
GCGR	0	0	0	0	2	0
GCH1	81	67	105	145.99	61	118.98
GCHFR	1	0	0	2	12	6
GCK	0	0	2	4	2	18
GCKR	0	0	0	0	0	0
GCLC	123	146	170	280	219	142
GCLM	82	301	143	179	123	157.05
GCM1	0	0	0	0	0	0
GCM2	0	0	0	0	0	0
GCN1	260	217	593	862	739	853
GCNT1	0	7.18	26.04	38.04	32.21	48
GCNT2	309.61	695.68	654.46	586.27	311.34	459.78
GCNT3	0	0	3	0	0	0
GCNT4	0	0	3	20	25	37.56
GCNT7	0	0	0	0	0	0
GCSAM	0	0	0	0	0	0
GCSAML	0	4	1	0	0	0
GCSH	83.72	274.05	157	166.86	204.26	210.71
GDA	0	0	0	0	0	0
GDAP1	0	1	47	35	19	13
GDAP1L1	0	0	0	0	3	0
GDAP2	40	174	84	150	48	63
GDE1	226	453	334	513	362	353
GDF1	0	13	0	0	0	0
GDF10	0	0	0	0	0	8
GDF11	18	79.37	50	405	206	377
GDF15	54	47	45	0	16	14
GDF2	0	0	0	0	0	0
GDF3	0	0	0	0	0	0
GDF5	0	0	0	0	0	0
GDF6	0	1	0	26.2	29	9
GDF7	12	0	7	0	0	0
GDF9	1	10	11	31	32	23
GDI1	477	550	618.55	678	566	502
GDI2	2171.98	2884.83	3256	3986	2557	3026.11
GDNF	11.52	1	0.88	8.57	12	2.95
GDNF-AS1	0	0	0	0	0	4
GDPD1	14	4.92	19.43	5.91	5.18	8.57
GDPD2	0	0	0	0	0	0
GDPD3	0	2	4	0	0	0
GDPD4	0	0	0	0	0	0
GDPD5	67	171	262	21	61	40
GDPGP1	27.37	39.25	25.63	34.42	30.59	19.75
GEM	32	0	10	33	38	32
GEMIN2	127	133	150	152	94	114.93
GEMIN4	0	65	97	150	145	165
GEMIN5	68	71	126	330	171	222
GEMIN6	97	132.01	30.67	127.06	95.19	109.44
GEMIN7	3	0	11.31	35.46	14.12	11.78
GEMIN8	43	29	43	55	51	20
GEN1	105	78.91	117.9	208.07	151.27	131.58
GET4	174	366	235.66	299	268.28	262
GFAP	18.02	0	0	1	0	0
GFER	20	35	32.57	37	16	64
GFI1	0	0	3	0	0	1
GFI1B	0	2	0	0	0	0
GFM1	448	657.01	766	738	457	424
GFM2	46	55	124	182	139	170
GFOD1	15	8	37	20	4	5
GFOD2	142	180	222	116	63	87
GFPT1	172	225	393	539.99	410	486
GFPT2	5	1	25	203	182	141
GFRA1	0	4.18	4.82	259.92	270.16	336.95
GFRA3	0	0	0	0.59	0	0
GFRA4	0	0	0	0	0	0
GFRAL	1.79	0	14	0	6.15	1
GFY	0	0	0	0	0	3
GGA1	43	65	67	142	74	80
GGA2	170.3	269.93	156.27	461.52	387.05	423.53
GGA3	99	171	179.03	173	118	140
GGACT	16	84	56	94	105.99	62
GGCT	64	92	60	89	30	29
GGCX	186.64	394.76	370.29	281.73	224.14	278.31
GGH	104	65	57	168	138	155
GGN	0	0	9	4	0	0
GGNBP2	558	1397.05	1031.95	1248	700	814
GGPS1	183	224	316.76	379	209.92	343
GGT1	16.12	2	0	0	0	4.01
GGT5	102	122.35	154.08	68	54	37.26
GGT6	0	0	0	0	0	0
GGT7	20	14	40.02	97	84	79
GGTA1P	4	4	59.21	113.28	51	46.27
GH1	0	0	0	0	0	0
GHDC	1	21.04	55.01	33	1	20
GHITM	1199	1655	1384	1989	1527	1629
GHR	0	1.37	3.42	61.1	37	24
GHRH	0	0	1	0	0	0
GHRHR	0	0	0	0	0	0
GHRL	0	0	0	0	0	0
GHSR	1.45	0	0	0	0	0
GHV	0	0	0	0	0	0
GID4	15	1	114.94	45.11	25	45
GID8	197	283	368	741	623	511
GIF	0	0	0	0	0	0
GIGYF1	59	35	188.99	115.04	101	78.73
GIGYF2	324	992	1015.01	1206	826	1019
GIMAP1	66	63	68	0	20	15
GIMAP1-GIMAP5	303	692	388	14	4	9
GIMAP2	0	0	5	0	0	0
GIMAP4	39	87	81	16	2	1
GIMAP6	39	198	135	3	6	0
GIMAP7	55	101	28	0	1	0
GIMAP8	157	273	272	6	14	14
GIMD1	0	0	0	0	0	0
GIN1	33.34	75.54	43.09	35.04	33.2	55.25
GINM1	698.57	1038.11	782.87	405.69	330.7	499.47
GINS1	50	56	38	91	113	156
GINS2	66	8.33	83.45	329.82	217.81	320.56
GINS3	8	0	16	32	4	70
GINS4	21.24	86.71	50.48	166.1	127.56	130.5
GIP	0	0	0	0	0	2
GIPC1	189	76	174	173	142	149.4
GIPC2	0	0	0	0	0	0
GIPC3	4	2	18	0	0	0
GIPR	0	0	2	0	3	0
GIT1	133	120	166	148	87	117
GIT2	182	213	595.98	161	94	121
GJA1	516.68	811.51	1145.9	4083.02	2924	3361
GJA10	0	0	0	0	0	0
GJA3	0	0	0	0	0	0
GJA4	38	93	41.07	7	0	1
GJA5	318	771	478	15	5	27
GJA8	0	0	0	0	0	0
GJA9	0	0	0	0	0	0
GJB1	0	0	0	0	0	0
GJB2	0	0	0	0	3	0
GJB3	0	0	0	0	0	0
GJB4	0	0	0	0	0	0
GJB5	0	0	0	0	0	0
GJB6	0	1	0	0	0	0
GJB7	0	0	0	0	0	0
GJC1	73	52	93	115.99	163	187
GJC2	0	0	0	0	0	3
GJD2	10	31	4	1	0	0
GJD3	0	0	0	4.98	0	0
GJD4	1	0	0	11	0	0
GK	61	1	53	36	43	59
GK2	0	0	0	0	0	0
GK5	45	59	13	32	15	51
GKAP1	27	14	37	59	26	66.67
GKN1	0	0	0	0	0	0
GKN2	0	0	0	0	0	0
GLA	130	81	153	123	127	152
GLB1	269	402	415	311	294.95	343.94
GLB1L	56.03	26.49	7.34	6.67	11.22	12.65
GLB1L2	0	0	3	6.92	10	10
GLB1L3	8	0	1	0	0	0
GLCCI1	3	0	10	39	19	39.14
GLCE	94	88	174	155	139	127
GLDC	0	80	0	95	149	104
GLDN	0	0	0	0	0	0
GLE1	139	170	185	327	222	216.5
GLG1	199	297	726.05	1098	856	981.12
GLI1	0	0	0	3	6	12
GLI2	0	0	1	74.9	60	59
GLI3	0	45.73	64.97	174	61	178.34
GLI4	6	1	30	5	4	10
GLIPR1	12	0	5	69	77	61
GLIPR1L1	1	0	0	0	0	0
GLIPR1L2	0	1	0	0	0	0
GLIPR2	420	647	453	1410	939	1058
GLIS1	0	0	1	0	0	0
GLIS2	0	0	13	30	12	18
GLIS3	0	0	1	28	44	15
GLMN	113	244	136.95	223	133	176
GLMP	75	54	73	46	14	45
GLO1	215	322	392	970.23	651.13	687.82
GLOD4	174	110	262.99	313.96	252	215
GLOD5	0	0	0	0	0	0
GLP1R	0	0	0	0	0	0
GLP2R	0	0	0	0	0	3
GLRA1	0	0	0	0	0	0
GLRA2	0	0	0	0	0	0
GLRA3	0	15.32	2.99	0	17.86	1.56
GLRA4	0	0	0	9	0	0
GLRB	0	122	15	65	20	21
GLRX	34	2	29	65	48	47
GLRX2	201	124	56	87	78	82
GLRX3	1020.56	1785	960.85	1087.97	813.84	956.02
GLRX5	300	416	278	409.01	439	443
GLS	436	420	970	392	424	290
GLS2	0	0	0	4	0	2
GLT1D1	0	0	4	5	12	38
GLT6D1	0	0	0	0	0	0
GLT8D1	172	194	159	261	236	204
GLT8D2	77	26	23.18	106	81	77
GLTP	59	32	146	83	50	104
GLTPD2	0	0	0	0	0	0
GLTSCR1	0	0	16	20	9	8
GLTSCR1L	15	17	57	55	51	46
GLTSCR2	269	318	240	413	314	395
GLUD1	143.08	189.14	128.89	212.14	168.82	106.94
GLUL	477.25	685	587	1732.99	1233	1385
GLYAT	0	0	0	0	0	0
GLYATL3	0	0	0	0	0	0
GLYCTK	0	1	21	49	22	36
GLYR1	520.88	1025	1084.21	1613	783	1279
GM2A	65.99	209.03	211.52	360.71	170.21	291.89
GMCL1	189.13	102.25	201.65	272.08	221.75	256.84
GMDS	155	140	131	88	162	119
GMEB2	60	137	90	89	116	84
GMFB	269	138	402	919	588.97	620
GMFG	556	1000	381	0	55	32
GMIP	0	4	2	40	27	16
GML	0	0	0	0	0	0
GMNC	0	0	0	0	0	0
GMNN	85	209	138	352	279	297
GMPPA	23	36	44	71	60	39
GMPPB	76	187	71	192	191	200
GMPR	194	365	215	151	90	120
GMPR2	414	652	427	732	457	463
GMPS	203	557	523	1234	710	957
GNA11	3	29	81	97	50	98
GNA12	275	457	753	606	571.99	597
GNA13	242.47	359	544.98	685	589.99	544
GNA14	0	2	5	1	0	3
GNA15	0	0	0	0	0	0
GNAI1	236	361	562	460.99	502.73	350
GNAI2	1237	2549	2549.89	1421	1073	1347
GNAI3	830.63	1435.73	1201.28	1598.59	1156.97	1359.19
GNAO1	0	0	5	0	0	1.01
GNAQ	61	98	261	299	126	241.75
GNAT1	0	0	0	0	0	0
GNAT2	0	0	0.16	15.04	6	11
GNAT3	0	0	0	0	0	0
GNAZ	0	2	3	23	14	32
GNB1	1053	1754	2109	2255	1717	1715.2
GNB1L	21	13	17.59	6	48	77
GNB2	798	1210	1039	802	539	745
GNB2L1	1881	2284.2	1732	2300.02	1940	1810.06
GNB3	32	1	28	11	2	3
GNB4	72	102	148.37	233	163	198
GNB5	0	2	5	15	3	1
GNE	59.06	123.31	126.01	163.04	123.27	145.9
GNG10	1262.95	1718	966	736	792	578
GNG11	2655	3047	1590.97	334	266	297
GNG12	157	367	598.99	640.94	600	451
GNG13	0	0	0	0	0	0
GNG2	642.92	1103	1496	584	353	487
GNG3	0	0	3	0	1	3
GNG5	753.01	1852.55	824.63	935.53	776.18	952.48
GNG7	0	0	0	0	0	0
GNGT1	0	0	0	0	0	0
GNGT2	26.06	33.02	78.89	5	13.81	17.77
GNL1	114	125	159	227	118.99	250
GNL2	240	568	485	951	620	690
GNL3	1059	1286.84	1100.98	1741.8	1327.09	1233.62
GNL3L	23	50	84	31	38	32
GNLY	0	0	0	0	0	0
GNMT	12	0	5	0	2	5
GNPAT	417.11	562	719	864	708	609
GNPDA1	182	154	175	270	135	146
GNPDA2	238	629	359	236	194	145
GNPNAT1	321.77	376.48	279.52	561.86	397.5	423.65
GNPTAB	94	84	170	93	37	76
GNPTG	29	51.02	43.02	27	32	50.93
GNRH1	0	0	0	0	0	7
GNRH2	0	0	0.65	0	5.83	0
GNRHR	0	0	2	0.88	0	0
GNRHR2	0	0	0	0	0	0
GNS	503.13	898.89	1437.44	1163.11	925.36	1104.72
GOLGA1	13	73	53	45	34	26
GOLGA2	229.97	549.18	673.02	836.07	551.97	539.7
GOLGA3	194.75	481.76	685.61	376.92	315.61	357.12
GOLGA4	440	1066	1791.98	1607.76	1019.66	1109
GOLGA5	88	382	349	312	209	260
GOLGA7	450	433	668	592	355	496
GOLGA7B	0	0	0	0	0	0
GOLGB1	450	419	1131	946.74	734	921
GOLIM4	359	571.41	783.04	1184.01	773.7	915.4
GOLM1	394	800.36	1002.04	2587.9	1860	2018.74
GOLPH3	442	646	766	845	676	663
GOLPH3L	149	350	168	209	103.53	180.93
GOLT1A	0	0	0	0	0	0
GOLT1B	185	300	361	492	446.05	413
GON4L	133.64	230.74	463	425.42	211.8	374
GOPC	84	293	284	406	252	323
GORAB	21	89	77	82	50	53
GORASP1	32	57	49	92	38	42
GORASP2	554	394	678	823	604	806
GOSR1	159.35	215.54	361.05	331.21	250.03	375.13
GOSR2	170	191	328	355.96	222	295
GOT1	82	124	152	387	211	230
GOT1L1	0	0	0	0	0	0
GOT2	716	836	953	1616	1133	1335.39
GP1BA	0	5	1	0	0	0
GP1BB	0	0	0	0	0	0
GP2	4.82	5.57	1.86	0	0	0
GP5	0	0	4	0	0	0
GP6	1.25	0	1.21	1.07	0	0.93
GP9	0	0	0	0	0	0
GPA33	0	0	0	0	0	0
GPAA1	16	6	54	62	100	86
GPALPP1	154	181.01	250.95	208.82	240.06	140.52
GPAM	32	99	84	322	174	225
GPANK1	24	41	70	61	52	56
GPAT2	0	0	0	0	0	5
GPAT3	38	2	71	138.04	96	130
GPAT4	305.85	478	623.03	966.09	735.12	859.02
GPATCH1	22	26	76	130	34	118
GPATCH11	66.21	142.05	187.86	236.98	98.39	110.36
GPATCH2	33.99	62.59	70.79	179.68	117	130
GPATCH2L	56	23	143	137	59	111
GPATCH3	111	276	232	247	181	173
GPATCH4	140	695	213	388	214	390
GPATCH8	93.6	136.85	362.04	372	194.29	238.05
GPBAR1	8	21	16.19	11	10	0
GPBP1	685	1206	1078.02	1254	905	990.59
GPBP1L1	289	378	281	310	166	247
GPC1	0	4	5	509	343	458
GPC2	2	0	0	22	3	7
GPC3	0	36	3	615	292	402
GPC4	101	96.85	228	1166	683.31	949
GPC5	0	1	0	6	0	18
GPC6	13	39	47	826	641	747
GPCPD1	114	245	283.11	424	149	302
GPD1L	1.82	27	76	53	41	36
GPD2	158	175	235	356	349	408
GPER1	0	0	0	0	12	14
GPHA2	0	0	0	0	4	2
GPHB5	0	0	0	0	0	0
GPHN	35	45	102	118.33	113	162
GPIHBP1	0	0	0	0	0	0
GPKOW	83	291	199	226	165	169
GPLD1	12.95	1.84	5.35	3.78	0	0.51
GPM6A	1	1	11	28	37	11
GPM6B	131	217	179	569.83	403	358
GPN1	191	328	212	262	254	305
GPN2	61	36	48.76	63	28	30
GPN3	96	186	169.98	293	219	149
GPNMB	0	0	0	0	0	6
GPR1	4.17	28.12	14.06	29.5	32.06	29.93
GPR101	0	0	0	0	0	0
GPR107	468.05	570.93	1124.39	830	578.98	764
GPR108	50	67.22	156	70	116	109
GPR119	0	0	0	0	0	0
GPR12	4.01	8.5	3.79	1.68	0	0
GPR132	10.65	0	0	0.96	1.1	0.52
GPR135	0	0	0	0	3	3
GPR137	55	71	29	54	66	41.74
GPR137B	73	170	178	92	127	117
GPR137C	137.86	85.85	68.52	52.74	31.71	28.51
GPR139	0	0	0	0	0	0
GPR141	0	0	0	0	0	0
GPR142	0	0	0.96	0	9	1
GPR143	0	17	0	0	0	0
GPR146	0	0	0.99	4	0	0
GPR148	10.97	0.08	3.8	0	1.01	0
GPR149	0	2	0	0	0	0
GPR15	0	0	0	0	0	0
GPR150	0	0	0	0	0	0
GPR151	0	0	0	0	0	0
GPR152	0	0.68	3.1	0	0	0
GPR153	0	0	4	78	62	52
GPR155	12.38	48.49	94.66	28.01	28.05	49.71
GPR156	0	4	11	17	3	6
GPR157	0	0	3.86	0	0	0
GPR158	0	0	3	0	0	0
GPR160	15	1	0	4	0	0
GPR161	78.17	54.09	117.84	310.2	197.19	250.53
GPR162	56	15	24	14	27	16
GPR17	0	0	1.9	0	0	1
GPR171	0	0	0	0	0	0
GPR173	0	2	4.13	35	28.08	21
GPR174	0	0	0	0	0	0
GPR176	21	1	10	10	0	4
GPR179	0	0	0	0	0	0
GPR18	0	0	0	0	0	0
GPR180	25	24	20	42	15	60
GPR182	131	161.94	217.01	0	13	12
GPR183	0	0	5	20	9	2
GPR19	7	3	12	25	21	16
GPR20	0	1	0	27	11	21
GPR21	0	72	1	3.03	0	9
GPR22	0	0	0	0	0	0
